,inputs,outputs,acuuracy
230,"int ip_options_get_from_user ( struct net * net , struct ip_options * * optp ,  unsigned char __user * data , int optlen ) {  struct ip_options * opt = ip_options_get_alloc ( optlen ) ;  if ( ! opt ) return - ENOMEM ;  if ( optlen && copy_from_user ( opt -> __data , data , optlen ) ) {  kfree ( opt ) ; return - EFAULT ; } return ip_options_get_finish ( net , optp , opt , optlen ) ; }
","int ip_options_get_from_user(struct net *net, struct ip_options **optp,
                        unsigned char __user *data, int optlen)
{
    struct ip_options *opt = ip_options_get_alloc(optlen);

    if (!opt)
        return -ENOMEM;

    if (optlen && copy_from_user(opt->__data, data, optlen)) {
        kfree(opt);
        return -EFAULT;
    }

    int ret = ip_options_get_finish(net, optp, opt, optlen);

    if (!ret && !(*optp)) {
        kfree(opt);
        return -ENOMEM;
    }

    return ret;
}
",0
231,"static vpx_codec_err_t ctrl_get_reference ( vpx_codec_alg_priv_t * ctx ,  int ctr_id , va_list args ) {  vp9_ref_frame_t * data = va_arg ( args , vp9_ref_frame_t * ) ;  if ( data ) {  YV12_BUFFER_CONFIG * fb ;  vp9_get_reference_dec ( ctx -> pbi , data -> idx , & fb ) ;  yuvconfig2image ( & data -> img , fb , NULL ) ; return VPX_CODEC_OK ; } else { return VPX_CODEC_INVALID_PARAM ; } }
","static vpx_codec_err_t ctrl_get_reference(vpx_codec_alg_priv_t *ctx, int ctr_id, va_list args) {
    vp9_ref_frame_t *data = va_arg(args, vp9_ref_frame_t *);
    if (data) {
        YV12_BUFFER_CONFIG *fb = NULL;
        vpx_image_t *img = NULL;
        vp9_get_reference_dec(ctx->pbi, data->idx, &fb);
        img = vpx_img_wrap(NULL, VPX_IMG_FMT_I420, fb->y_crop_width, fb->y_crop_height, 16, fb->y_buffer);
        vpx_img_set_plane_border(img, 0, fb->c_border);
        vpx_img_set_plane_border(img, 1, fb->c_border);
        vpx_img_set_plane_border(img, 2, fb->c_border);
        data->img = *img;
        return VPX_CODEC_OK;
    } else {
        return VPX_CODEC_INVALID_PARAM;
    }
}
",0
232,"static vpx_codec_err_t ctrl_set_active_map ( vpx_codec_alg_priv_t * ctx ,  int ctr_id , va_list args ) {  vpx_active_map_t * const map = va_arg ( args , vpx_active_map_t * ) ; if ( map ) {  if ( ! vp9_set_active_map ( ctx -> cpi , map -> active_map , map -> rows , map -> cols ) )  return VPX_CODEC_OK ; else return VPX_CODEC_INVALID_PARAM ; } else { return VPX_CODEC_INVALID_PARAM ; } }
","static vpx_codec_err_t ctrl_set_active_map (vpx_codec_alg_priv_t* ctx, int ctr_id, va_list args) {
    vpx_active_map_t* const map = va_arg(args, vpx_active_map_t*);
    if (map) {
        if (!vp9_set_active_map(ctx->cpi, map->active_map, map->rows, map->cols)) {
            return VPX_CODEC_OK;
        } else {
            return VPX_CODEC_INVALID_PARAM;
        }
    } else {
        return VPX_CODEC_INVALID_PARAM;
    }
}
",0
233,"static int mem_read ( jas_stream_obj_t * obj , char * buf , int cnt ) {  int n ;  assert ( cnt >= 0 ) ; assert ( buf ) ; JAS_DBGLOG ( 100 , ( ""mem_read(%p,%p,%d)\\n"" , obj , buf , cnt ) ) ; jas_stream_memobj_t * m = ( jas_stream_memobj_t * ) obj ; n = m -> len_ - m -> pos_ ; cnt = JAS_MIN ( n , cnt ) ; memcpy ( buf , & m -> buf_ [ m -> pos_ ] , cnt ) ; m -> pos_ += cnt ; return cnt ; }
","static int mem_read(jas_stream_obj_t *obj, char *buf, int cnt) {
    int n;
    assert(cnt >= 0);
    assert(buf);
    JAS_DBGLOG(100, (""mem_read(%p,%p,%d)\\n"", obj, buf, cnt));
    jas_stream_memobj_t *m = (jas_stream_memobj_t *) obj;
    n = m->len_ - m->pos_;
    if (n <= 0) {
        return 0;
    }
    cnt = JAS_MIN(n, cnt);
    memcpy(buf, &m->buf_[m->pos_], cnt);
    m->pos_ += cnt;
    return cnt;
}
",0
234,"static void inc_mvs ( const MB_MODE_INFO * mbmi , const int_mv mvs [ 2 ] ,  nmv_context_counts * counts ) { int i ; for ( i = 0 ; i < 1 + has_second_ref ( mbmi ) ; ++ i ) {  const MV * ref = & mbmi -> ref_mvs [ mbmi -> ref_frame [ i ] ] [ 0 ] . as_mv ;  const MV diff = { mvs [ i ] . as_mv . row - ref -> row , mvs [ i ] . as_mv . col - ref -> col } ; vp9_inc_mv ( & diff , counts ) ; } }
","static void inc_mvs(const MB_MODE_INFO* mbmi, const int_mv mvs[2], nmv_context_counts* counts) {
  int i;
  for (i = 0; i < 1 + has_second_ref(mbmi); ++i) {
    const MV* ref = &mbmi->ref_mvs[mbmi->ref_frame[i]][0].as_mv;
    const MV diff = { mvs[i].as_mv.row - ref->row, mvs[i].as_mv.col - ref->col };
    vp9_inc_mv(&diff, counts);
  }
}
",0
235,"static int ima_lsm_rule_init ( struct ima_measure_rule_entry * entry , char * args , int lsm_rule , int audit_type ) { int result ; if ( entry -> lsm [ lsm_rule ] . rule ) return - EINVAL ; entry -> lsm [ lsm_rule ] . type = audit_type ; result = security_filter_rule_init ( entry -> lsm [ lsm_rule ] . type , Audit_equal , args , & entry -> lsm [ lsm_rule ] . rule ) ;  return result ;  }
","static int ima_lsm_rule_init(struct ima_measure_rule_entry* entry, char* args, int lsm_rule, int audit_type) {
    int result;
    if (entry->lsm[lsm_rule].rule) {
        return -EINVAL;
    }
    entry->lsm[lsm_rule].type = audit_type;
    result = security_filter_rule_init(entry->lsm[lsm_rule].type, Audit_equal, args, &entry->lsm[lsm_rule].rule);
    if (result) { // added check for valid return value
        return result;
    }
    return 0;
}
",0
236,"SQLWCHAR * _multi_string_alloc_and_expand ( LPCSTR in ) { SQLWCHAR * chr ; int len = 0 ; if ( ! in ) {  return in ;  } while ( in [ len ] != 0 || in [ len + 1 ] != 0 ) { len ++ ; } chr = malloc ( sizeof ( SQLWCHAR ) * ( len + 2 ) ) ; len = 0 ; while ( in [ len ] != 0 || in [ len + 1 ] != 0 ) { chr [ len ] = in [ len ] ; len ++ ; } chr [ len ++ ] = 0 ; chr [ len ++ ] = 0 ; return chr ; }
","SQLWCHAR* _multi_string_alloc_and_expand(LPCSTR in) {
    if (!in) {
        return NULL;
    }
    int len = strlen(in) + 1;
    SQLWCHAR* chr = malloc(sizeof(SQLWCHAR) * len);
    mbstowcs(chr, in, len);
    chr[len - 1] = 0;
    return chr;
}
",0
237,"static ssize_t exitcode_proc_write ( struct file * file , const char __user * buffer , size_t count , loff_t * pos ) { char * end , buf [ sizeof ( ""nnnnn\\0"" ) ] ;  int tmp ;   if ( copy_from_user ( buf , buffer , count ) )  return - EFAULT ; tmp = simple_strtol ( buf , & end , 0 ) ; if ( ( * end != '\\0' ) && ! isspace ( * end ) ) return - EINVAL ; uml_exitcode = tmp ; return count ; }
","static ssize_t exitcode_proc_write(struct file *file, const char __user *buffer, size_t count, loff_t *pos){
    char buf[6]; //Changed size of array buf to 6 to accomodate 5 digit numbers
    int tmp;
    if(copy_from_user(buf, buffer, count))
        return -EFAULT;
    buf[count-1] = '\0'; //Added null termination character at the end of buf
    tmp = simple_strtol(buf, NULL, 10); //Changed the second argument to NULL as '\0' is not necessary
    uml_exitcode = tmp;
    return count;
}
",0
238,"static ssize_t exitcode_proc_write ( struct file * file , const char __user * buffer , size_t count , loff_t * pos ) { char * end , buf [ sizeof ( ""nnnnn\\0"" ) ] ;  int tmp ;   if ( copy_from_user ( buf , buffer , count ) )  return - EFAULT ; tmp = simple_strtol ( buf , & end , 0 ) ; if ( ( * end != '\\0' ) && ! isspace ( * end ) ) return - EINVAL ; uml_exitcode = tmp ; return count ; }
","static ssize_t exitcode_proc_write (struct file *file, const char __user *buffer, size_t count, loff_t *pos) {
    char *end;
    char buf[sizeof(""nnnnn"")];
    int tmp;

    if (count >= sizeof(buf)) {
        return -EINVAL;
    }

    if (copy_from_user(buf, buffer, count)) {
        return -EFAULT;
    }

    buf[count] = '\0';

    tmp = simple_strtol(buf, &end, 0);

    if (*end && !isspace(*end)) {
        return -EINVAL;
    }

    uml_exitcode = tmp;
    return count;
}
",0
239,"static void add_bytes_l2_c ( uint8_t * dst , uint8_t * src1 , uint8_t * src2 , int w ) { long i ;  for ( i = 0 ; i <= w - sizeof ( long ) ; i += sizeof ( long ) ) {  long a = * ( long * ) ( src1 + i ) ; long b = * ( long * ) ( src2 + i ) ; * ( long * ) ( dst + i ) = ( ( a & pb_7f ) + ( b & pb_7f ) ) ^ ( ( a ^ b ) & pb_80 ) ; } for ( ; i < w ; i ++ ) dst [ i ] = src1 [ i ] + src2 [ i ] ; }
","static void add_bytes_l2_c (uint8_t* dst, uint8_t* src1, uint8_t* src2, int w) {
    int i;
    for (i = 0; i <= w - sizeof(long); i += sizeof(long)) {
        long a = *((long*)(src1 + i));
        long b = *((long*)(src2 + i));
        *((long*)(dst + i)) = ((a & pb_7f) + (b & pb_7f)) ^ ((a ^ b) & pb_80);
    }
    for (i = i / sizeof(long) * sizeof(long); i < w; i++) dst[i] = src1[i] + src2[i];
}
",0
240,"void jslGetTokenString ( char * str , size_t len ) { if ( lex -> tk == LEX_ID ) {  strncpy ( str , ""ID:"" , len ) ;   strncat ( str , jslGetTokenValueAsString ( ) , len ) ;  } else if ( lex -> tk == LEX_STR ) {  strncpy ( str , ""String:\'"" , len ) ;   strncat ( str , jslGetTokenValueAsString ( ) , len ) ;  strncat ( str , ""\'"" , len ) ; } else jslTokenAsString ( lex -> tk , str , len ) ; }
","void jslGetTokenString(char *str, size_t len) {
    if (lex->tk == LEX_ID) {
        strncpy(str, ""ID:"", len);
        strncat(str, jslGetTokenValueAsString(), len - strlen(str));
    } else if (lex->tk == LEX_STR) {
        strncpy(str, ""String:'"", len);
        strncat(str, jslGetTokenValueAsString(), len - strlen(str));
        strncat(str, ""'"", len - strlen(str));
    } else {
        jslTokenAsString(lex->tk, str, len);
    }
}
",0
241,"void jslGetTokenString ( char * str , size_t len ) { if ( lex -> tk == LEX_ID ) {  strncpy ( str , ""ID:"" , len ) ;   strncat ( str , jslGetTokenValueAsString ( ) , len ) ;  } else if ( lex -> tk == LEX_STR ) {  strncpy ( str , ""String:\'"" , len ) ;   strncat ( str , jslGetTokenValueAsString ( ) , len ) ;  strncat ( str , ""\'"" , len ) ; } else jslTokenAsString ( lex -> tk , str , len ) ; }
","void jslGetTokenString(char *str, size_t len) {
    // check for input validity
    if (str == NULL || len == 0) {
        return;
    }
    
    // get the token value as a string
    char *value_str = jslGetTokenValueAsString();
    if (value_str == NULL) {
        return;
    }
    
    // determine output based on token type
    switch (lex->tk) {
        case LEX_ID:
            snprintf(str, len, ""ID:%s"", value_str);
            break;
        case LEX_STR:
            snprintf(str, len, ""String:'%s'"", value_str);
            break;
        default:
            jslTokenAsString(lex->tk, str, len);
            break;
    }
    
    // make sure output is null-terminated
    str[len - 1] = '\0';
    
    // free temporary memory
    free(value_str);
}
",0
242,"static void show_object ( struct object * object , struct strbuf * path ,   const char * last , void * data )  { struct bitmap * base = data ; int bitmap_pos ; bitmap_pos = bitmap_position ( object -> oid . hash ) ;  if ( bitmap_pos < 0 ) {  char * name = path_name ( path , last ) ; bitmap_pos = ext_index_add_object ( object , name ) ;  free ( name ) ;  } bitmap_set ( base , bitmap_pos ) ; }
","static void show_object(struct object *object, struct strbuf *path, const char *last, void *data) {
    struct bitmap *base = data;
    int bitmap_pos;
    bitmap_pos = bitmap_position(object->oid.hash);
    if (bitmap_pos < 0) {
        char *name = path_name(path, last);
        bitmap_pos = ext_index_add_object(object, name);
        free(name);
    } else if (bitmap_pos >= base->word_alloc) {
        /* Expand the bitmap if necessary */
        uint32_t old_word_alloc = base->word_alloc;
        uint32_t new_word_alloc = bitmap_pos + (BITMAP_WORD_BITS - 1) / BITMAP_WORD_BITS;
        REALLOC_ARRAY(base->words, new_word_alloc);
        CLEAR_DWORD_ARRAY(base->words + old_word_alloc, new_word_alloc - old_word_alloc);
        base->word_alloc = new_word_alloc;
    }
    bitmap_set(base, bitmap_pos);
}
",0
243,"static void pci_populate_msixcap ( struct msixcap * msixcap , int msgnum , int barnum , uint32_t msix_tab_size ) {  assert ( msix_tab_size % 4096 == 0 ) ;  bzero ( msixcap , sizeof ( struct msixcap ) ) ; msixcap -> capid = PCIY_MSIX ; msixcap -> msgctrl = msgnum - 1 ; msixcap -> table_info = barnum & PCIM_MSIX_BIR_MASK ; msixcap -> pba_info = msix_tab_size | ( barnum & PCIM_MSIX_BIR_MASK ) ; }
","static void pci_populate_msixcap ( struct msixcap * msixcap , int msgnum , int barnum , uint32_t msix_tab_size ) {
    assert ( msix_tab_size % 4096 == 0 ) ;
    bzero ( msixcap , sizeof ( struct msixcap ) ) ;
    msixcap -> capid = PCIY_MSIX ;
    msixcap -> msgctrl = msgnum - 1 ;
    msixcap -> table_info = barnum & PCIM_MSIX_BIR_MASK ;
    msixcap -> pba_info = (msix_tab_size << 20) | ( barnum & PCIM_MSIX_BIR_MASK ) ;
}
",0
244,"void SetTransferMatrix ( double x11 , double x12 , double x21 , double x22 , double x , double y ) { if ( ( fabs ( x11 - 1. ) > 0.001 ) || ( fabs ( x22 - 1. ) > 0.001 ) || ( fabs ( x12 ) > 0.001 ) || ( fabs ( x21 ) > 0.001 ) || ( fabs ( x ) > 0.001 ) || ( fabs ( y ) > 0.001 ) ) {  outpos +=  sprintf ( outpos , ""%12.3f%12.3f%12.3f%12.3f%12.3f%12.3fcm\\n"" , x11 , x12 , x21 , x22 , x , y ) ;  }  }
","void SetTransferMatrix(double x11, double x12, double x21, double x22, double x, double y) { 
    if ((fabs(x11 - 1.) > 0.001) || (fabs(x22 - 1.) > 0.001) || (fabs(x12) > 0.001) || (fabs(x21) > 0.001) || (fabs(x) > 0.001) || (fabs(y) > 0.001)) {  
        char buffer[100];
        sprintf(buffer, ""%12.3f%12.3f%12.3f%12.3f%12.3f%12.3fcm\n"", x11, x12, x21, x22, x, y);
        outpos += strlen(buffer);
        strcpy(outpos, buffer);
    }
}
",0
245,"static int dev_get_valid_name ( struct net * net ,  struct net_device * dev , const char * name ) { BUG_ON ( ! net ) ; if ( ! dev_valid_name ( name ) ) return - EINVAL ; if ( strchr ( name , '%' ) ) return dev_alloc_name_ns ( net , dev , name ) ; else if ( __dev_get_by_name ( net , name ) ) return - EEXIST ; else if ( dev -> name != name ) strlcpy ( dev -> name , name , IFNAMSIZ ) ; return 0 ; }
","static int dev_get_valid_name(struct net *net, struct net_device *dev, const char *name) {
    BUG_ON(!net);
    if (!dev_valid_name(name))
        return -EINVAL;
    if (strchr(name, '%'))
        return dev_alloc_name_ns(net, dev, name);
    else if (__dev_get_by_name(net, name))
        return -EEXIST;
    else if (strcmp(dev->name, name) != 0)
        strlcpy(dev->name, name, IFNAMSIZ);
    return 0;
}
",0
246,"static int dev_get_valid_name ( struct net * net ,  struct net_device * dev , const char * name ) { BUG_ON ( ! net ) ; if ( ! dev_valid_name ( name ) ) return - EINVAL ; if ( strchr ( name , '%' ) ) return dev_alloc_name_ns ( net , dev , name ) ; else if ( __dev_get_by_name ( net , name ) ) return - EEXIST ; else if ( dev -> name != name ) strlcpy ( dev -> name , name , IFNAMSIZ ) ; return 0 ; }
","static int dev_get_valid_name(struct net *net, struct net_device *dev, const char *name) {
    BUG_ON(!net);

    if (!dev_valid_name(name))
        return -EINVAL;

    if (strchr(name, '%'))
        return dev_alloc_name_ns(net, dev, name);

    else if (__dev_get_by_name(net, name))
        return -EEXIST;

    else if (strcmp(dev->name, name) != 0)
        strlcpy(dev->name, name, IFNAMSIZ);

    return 0;
}
",0
247,"static void prefetch_table ( const volatile byte * tab , size_t len )  { size_t i ;  for ( i = 0 ; i < len ; i += 8 * 32 )  { ( void ) tab [ i + 0 * 32 ] ; ( void ) tab [ i + 1 * 32 ] ; ( void ) tab [ i + 2 * 32 ] ; ( void ) tab [ i + 3 * 32 ] ; ( void ) tab [ i + 4 * 32 ] ; ( void ) tab [ i + 5 * 32 ] ; ( void ) tab [ i + 6 * 32 ] ; ( void ) tab [ i + 7 * 32 ] ; }  ( void ) tab [ len - 1 ] ;  }
","static void prefetch_table(const volatile byte* tab, size_t len) {
    size_t i;
    for (i = 0; i < len; i += 8) {
        (void)tab[i + 0];
        (void)tab[i + 1];
        (void)tab[i + 2];
        (void)tab[i + 3];
        (void)tab[i + 4];
        (void)tab[i + 5];
        (void)tab[i + 6];
        (void)tab[i + 7];
    }
}
",0
248,"uint16_t dm9000ReadPhyReg ( uint8_t address ) {  dm9000WriteReg ( DM9000_REG_EPAR , 0x40 | address ) ;   dm9000WriteReg ( DM9000_REG_EPCR , EPCR_EPOS | EPCR_ERPRR ) ;   while ( ( dm9000ReadReg ( DM9000_REG_EPCR ) & EPCR_ERRE ) != 0 )  { }  dm9000WriteReg ( DM9000_REG_EPCR , EPCR_EPOS ) ;  usleep ( 5 ) ;  return ( dm9000ReadReg ( DM9000_REG_EPDRH ) << 8 ) | dm9000ReadReg ( DM9000_REG_EPDRL ) ;  }
","uint16_t dm9000ReadPhyReg(uint8_t address) {
    dm9000WriteReg(DM9000_REG_EPAR, 0x40 | address);
    dm9000WriteReg(DM9000_REG_EPCR, EPCR_EPOS | EPCR_ERPRR);

    // Wait for read operation to complete
    while ((dm9000ReadReg(DM9000_REG_EPCR) & EPCR_ERRE) != 0) {}

    dm9000WriteReg(DM9000_REG_EPCR, EPCR_EPOS);
    usleep(5);

    // Return the result
    return (dm9000ReadReg(DM9000_REG_EPDRH) << 8) | dm9000ReadReg(DM9000_REG_EPDRL);
}
",0
249,"static void write_display_size ( const VP9_COMMON * cm ,  struct vp9_write_bit_buffer * wb ) {  const int scaling_active = cm -> width != cm -> display_width || cm -> height != cm -> display_height ;  vp9_wb_write_bit ( wb , scaling_active ) ;  if ( scaling_active ) {  vp9_wb_write_literal ( wb , cm -> display_width - 1 , 16 ) ;   vp9_wb_write_literal ( wb , cm -> display_height - 1 , 16 ) ;  } }
","static void write_display_size(const VP9_COMMON *cm, struct vp9_write_bit_buffer *wb) {
    const int scaling_active =
        cm->width != cm->display_width || cm->height != cm->display_height;

    vp9_wb_write_bit(wb, scaling_active);
    if (scaling_active) {
        vp9_wb_write_literal(wb, cm->display_width - 1, 14);
        vp9_wb_write_literal(wb, cm->display_height - 1, 14);
    }
}
",0
250,"void  nfs4_state_set_mode_locked ( struct nfs4_state * state , mode_t mode )  {  if ( state -> state == mode )  return ;  if ( ( mode & FMODE_WRITE ) != ( state -> state & FMODE_WRITE ) ) {   if ( mode & FMODE_WRITE )  list_move ( & state -> open_states , & state -> owner -> so_states ) ; else list_move_tail ( & state -> open_states , & state -> owner -> so_states ) ; }  state -> state = mode ;  }
","void nfs4_state_set_mode_locked(struct nfs4_state* state, mode_t mode) {
    if (state->state == mode)
        return;
    if ((mode & FMODE_WRITE) != (state->state & FMODE_WRITE)) {
        if (mode & FMODE_WRITE)
            list_move_tail(&state->open_states, &state->owner->so_states);
        else
            list_move(&state->open_states, &state->owner->so_states);
    }
    state->state = mode;
}
",0
251,"static struct block_device * ext3_blkdev_get ( dev_t dev , struct super_block * sb ) { struct block_device * bdev ; char b [ BDEVNAME_SIZE ] ; bdev = blkdev_get_by_dev ( dev , FMODE_READ | FMODE_WRITE | FMODE_EXCL , sb ) ; if ( IS_ERR ( bdev ) ) goto fail ; return bdev ; fail :  ext3_msg ( sb , ""error:failedtoopenjournaldevice%s:%ld"" ,  __bdevname ( dev , b ) , PTR_ERR ( bdev ) ) ; return NULL ; }
","static struct block_device *ext3_blkdev_get(dev_t dev, struct super_block *sb) {
    struct block_device *bdev;
    char b[BDEVNAME_SIZE];
    bdev = blkdev_get_by_dev(dev, FMODE_READ | FMODE_WRITE | FMODE_EXCL, sb);
    if (IS_ERR(bdev)) {
        ext3_msg(sb, ""error: failed to open journal device %s: %ld"", __bdevname(dev, b), PTR_ERR(bdev));
        return NULL;
    }
    return bdev;
}
",0
252,"int pnm_validate ( jas_stream_t * in ) {  uchar buf [ 2 ] ;  int i ; int n ; assert ( JAS_STREAM_MAXPUTBACK >= 2 ) ; if ( ( n = jas_stream_read ( in , buf , 2 ) ) < 0 ) { return - 1 ; } for ( i = n - 1 ; i >= 0 ; -- i ) { if ( jas_stream_ungetc ( in , buf [ i ] ) == EOF ) { return - 1 ; } } if ( n < 2 ) { return - 1 ; } if ( buf [ 0 ] == 'P' && isdigit ( buf [ 1 ] ) ) { return 0 ; } return - 1 ; }
","int pnm_validate(jas_stream_t *in) {
    uchar buf[2];
    int i;
    int n;
    assert(JAS_STREAM_MAXPUTBACK >= 2);
    if ((n = jas_stream_read(in, buf, 2)) < 0) {
        return -1;
    }
    for (i = n - 1; i >= 0; --i) {
        if (jas_stream_ungetc(in, buf[i]) == EOF) {
            return -1;
        }
    }
    if (n < 2) {
        return -1;
    }
    if (buf[0] == 'P' && isdigit(buf[1])) {
        return 0;
    } else {
        // clear potential putback buffer
        char temp[2];
        jas_stream_read(in, temp, 2);
        return -1;
    }
}
",0
